text,label
"Officials confirmed on Thursday that the upcoming census will move forward after a review by the Associated Press, according to a statement released this week. The measure passed with a vote of 61 to 68, and is expected to take effect over the next 1 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
SHOCKING new evidence about the national vaccine rollout that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
Doctors HATE this one simple fact about immigration reform that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
YOU WON'T BELIEVE what they don't want you to know about a public transportation overhaul!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
"BREAKING: Secret documents EXPOSE the real agenda behind a new labor law. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
"BREAKING: Secret documents EXPOSE the real agenda behind climate policy. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
YOU WON'T BELIEVE what they don't want you to know about the state of the judiciary!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
"Officials confirmed on Monday that the national vaccine rollout will move forward after a review by the National Weather Service, according to a statement released this week. The measure passed with a vote of 330 to 70, and is expected to take effect over the next 1 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
"Lawmakers debated a new trade agreement for several hours on Friday before reaching a preliminary agreement. the Federal Reserve said the next formal vote is scheduled within 2 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
"Lawmakers debated a new labor law for several hours on Monday before reaching a preliminary agreement. a Treasury Department spokesperson said the next formal vote is scheduled within 23 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
"Officials confirmed on Monday that the housing market will move forward after a review by the National Weather Service, according to a statement released this week. The measure passed with a vote of 340 to 218, and is expected to take effect over the next 16 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
SHOCKING new evidence about the economy that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
YOU WON'T BELIEVE what they don't want you to know about the new healthcare bill!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
SHOCKING new evidence about the space program's next mission that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
"Officials confirmed on Wednesday that a new labor law will move forward after a review by the Associated Press, according to a statement released this week. The measure passed with a vote of 150 to 155, and is expected to take effect over the next 20 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
YOU WON'T BELIEVE what they don't want you to know about the state of the judiciary!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
"BREAKING: Secret documents EXPOSE the real agenda behind a public transportation overhaul. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
A report published by a Treasury Department spokesperson on a public transportation overhaul shows a change of 11.2% compared to last year. The data was compiled from 70 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
A report published by the Bureau of Labor Statistics on the national vaccine rollout shows a change of 1.9% compared to last year. The data was compiled from 317 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
SHOCKING new evidence about the upcoming census that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
YOU WON'T BELIEVE what they don't want you to know about the presidential election!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
"Lawmakers debated immigration reform for several hours on Friday before reaching a preliminary agreement. a court filing said the next formal vote is scheduled within 5 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
SHOCKING new evidence about renewable energy investment that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
A report published by the Bureau of Labor Statistics on the upcoming census shows a change of 5.3% compared to last year. The data was compiled from 136 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
"BREAKING: Secret documents EXPOSE the real agenda behind the agriculture subsidy program. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
"Lawmakers debated the central bank's interest rate decision for several hours on Wednesday before reaching a preliminary agreement. a spokesperson for the White House said the next formal vote is scheduled within 9 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
"Lawmakers debated the education budget for several hours on Monday before reaching a preliminary agreement. Reuters said the next formal vote is scheduled within 20 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
SHOCKING new evidence about the state of the judiciary that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
"BREAKING: Secret documents EXPOSE the real agenda behind a new trade agreement. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
SHOCKING new evidence about a new trade agreement that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
"According to the Department of Health, a new trade agreement has been under review since early this year, with a formal decision expected by the end of the 18-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
A report published by the Congressional Budget Office on a public transportation overhaul shows a change of 4.1% compared to last year. The data was compiled from 209 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
YOU WON'T BELIEVE what they don't want you to know about the defense budget!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
Doctors HATE this one simple fact about the space program's next mission that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
SHOCKING new evidence about a major merger between two airlines that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
SHOCKING new evidence about a new labor law that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
"BREAKING: Secret documents EXPOSE the real agenda behind the national vaccine rollout. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
SHOCKING new evidence about the economy that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
SHOCKING new evidence about a major merger between two airlines that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
"Officials confirmed on Monday that a new labor law will move forward after a review by the Congressional Budget Office, according to a statement released this week. The measure passed with a vote of 13 to 296, and is expected to take effect over the next 10 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
"BREAKING: Secret documents EXPOSE the real agenda behind a new labor law. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
"BREAKING: Secret documents EXPOSE the real agenda behind the tech industry. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
"Officials confirmed on Tuesday that the central bank's interest rate decision will move forward after a review by a Treasury Department spokesperson, according to a statement released this week. The measure passed with a vote of 20 to 204, and is expected to take effect over the next 16 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
YOU WON'T BELIEVE what they don't want you to know about a new trade agreement!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
"Officials confirmed on Friday that climate policy will move forward after a review by the National Weather Service, according to a statement released this week. The measure passed with a vote of 236 to 259, and is expected to take effect over the next 5 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
A report published by the Department of Health on the space program's next mission shows a change of 8.2% compared to last year. The data was compiled from 133 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
SHOCKING new evidence about the new healthcare bill that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
Doctors HATE this one simple fact about the education budget that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
SHOCKING new evidence about immigration reform that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
A report published by the Department of Health on the defense budget shows a change of 6.3% compared to last year. The data was compiled from 235 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
A report published by the Department of Health on renewable energy investment shows a change of 11.1% compared to last year. The data was compiled from 315 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
YOU WON'T BELIEVE what they don't want you to know about the state of the judiciary!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
A report published by a spokesperson for the White House on renewable energy investment shows a change of 6.9% compared to last year. The data was compiled from 97 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
Doctors HATE this one simple fact about the defense budget that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
"Officials confirmed on Friday that a major merger between two airlines will move forward after a review by the National Weather Service, according to a statement released this week. The measure passed with a vote of 105 to 151, and is expected to take effect over the next 22 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
Doctors HATE this one simple fact about renewable energy investment that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
"Officials confirmed on Friday that the housing market will move forward after a review by the Federal Reserve, according to a statement released this week. The measure passed with a vote of 278 to 242, and is expected to take effect over the next 21 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
YOU WON'T BELIEVE what they don't want you to know about the presidential election!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
Doctors HATE this one simple fact about the presidential election that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
"BREAKING: Secret documents EXPOSE the real agenda behind the defense budget. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
"BREAKING: Secret documents EXPOSE the real agenda behind the agriculture subsidy program. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
SHOCKING new evidence about the economy that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
SHOCKING new evidence about the new healthcare bill that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
"According to the Congressional Budget Office, the national vaccine rollout has been under review since early this year, with a formal decision expected by the end of the 20-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
SHOCKING new evidence about the presidential election that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
YOU WON'T BELIEVE what they don't want you to know about the state of the judiciary!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
"BREAKING: Secret documents EXPOSE the real agenda behind the central bank's interest rate decision. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
YOU WON'T BELIEVE what they don't want you to know about a new labor law!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
"Lawmakers debated renewable energy investment for several hours on Wednesday before reaching a preliminary agreement. a Treasury Department spokesperson said the next formal vote is scheduled within 17 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
SHOCKING new evidence about climate policy that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
YOU WON'T BELIEVE what they don't want you to know about the state of the judiciary!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
SHOCKING new evidence about the agriculture subsidy program that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
"According to a Treasury Department spokesperson, a public transportation overhaul has been under review since early this year, with a formal decision expected by the end of the 1-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
YOU WON'T BELIEVE what they don't want you to know about the agriculture subsidy program!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
"Lawmakers debated a new labor law for several hours on Thursday before reaching a preliminary agreement. Reuters said the next formal vote is scheduled within 9 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
SHOCKING new evidence about climate policy that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
"According to the Associated Press, the economy has been under review since early this year, with a formal decision expected by the end of the 13-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
"According to the Department of Health, immigration reform has been under review since early this year, with a formal decision expected by the end of the 14-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
"Lawmakers debated the new healthcare bill for several hours on Wednesday before reaching a preliminary agreement. the Federal Reserve said the next formal vote is scheduled within 21 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
Doctors HATE this one simple fact about the tech industry that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
YOU WON'T BELIEVE what they don't want you to know about renewable energy investment!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
YOU WON'T BELIEVE what they don't want you to know about the state of the judiciary!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
"BREAKING: Secret documents EXPOSE the real agenda behind the central bank's interest rate decision. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
"Officials confirmed on Tuesday that the upcoming census will move forward after a review by the Associated Press, according to a statement released this week. The measure passed with a vote of 43 to 201, and is expected to take effect over the next 6 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
A report published by the Congressional Budget Office on the defense budget shows a change of 2.5% compared to last year. The data was compiled from 254 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
Doctors HATE this one simple fact about the upcoming census that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
"Officials confirmed on Tuesday that the central bank's interest rate decision will move forward after a review by Reuters, according to a statement released this week. The measure passed with a vote of 143 to 65, and is expected to take effect over the next 23 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
"Lawmakers debated climate policy for several hours on Wednesday before reaching a preliminary agreement. the National Weather Service said the next formal vote is scheduled within 8 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
A report published by the Associated Press on the upcoming census shows a change of 3.8% compared to last year. The data was compiled from 367 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
"Lawmakers debated a new labor law for several hours on Friday before reaching a preliminary agreement. the Department of Health said the next formal vote is scheduled within 2 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
Doctors HATE this one simple fact about the economy that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
